Sanctioned Entity,Sanction Amount,Sanction Reason,Sanction Date
,30000.0,"- carenze nell’organizzazione e nei controlli interni  con particolare riferimento al 
processo del credito (art. 53, co. 1, lett. b) e d) , d.lgs. 385/93 ; Parte I, Tit. IV, Cap. 1 e 
Cap. 3, Cir c. 285/ 13; 
CONSIDERATO che l e suddett e irregolarità sono state contestat e alla  Banca Popolare del 
Cassinate  Scpa, nella persona del legale rappresentante pro- tempore , secondo le formalità 
previste dall’art. 145 TUB ; 
CONSIDERATI le deduzioni presentate nel corso dell’istruttoria e ogni  altro elemento 
istruttorio;  
VISTA la nota (omissis)  con cui il Servizio Rapporti Istituzionali di Vigilanza , in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall ’art. 24 della l. n. 262/2005, ha proposto al Direttorio  
della Banca d’Italia l’applicazione  nei confronti d i Banca Popolare del Cassinate Scpa di 
sanzioni amministrative pecuniarie ex  art. 144 TUB, t rasmettendo i relativi atti;  
VISTA la nota (omissis) con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Banca Popolare del Cassinate Scpa la proposta di sanzione e i relativi allegati;  
VISTE le ulteriori osservazioni presentate (omissis) da  Banca Popolare del  Cassinate  
Scpa in mer ito alla proposta del servizio Rapporti Istituzionali di Vigilanza ;  
VISTO il parere dell’Avvocato Generale (omissis);  
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 ESAMINATI gli atti del procedimento , considerate le ulteriori osservazioni presentate 
dalla banca non idonee a superare la proposta del Servizio Rapporti Istituzionali di Vigilanza  e 
ritenuto , quindi, che sussist ono gli estremi per l’irrogazione della sanzione amministrativa 
pecuniaria, per le ragioni illustrate nella delibera (o missis);  
DISPONE  CHE  
a Banca Popolare del Cassinate S cpa sia inflitta, ai sensi del l’art. 144 TUB e per le 
irregolarità sopra indicate, la sanzione amministrativa pecuniaria di € 30.000.",2020-02-23
,,,2020-02-23
,35000.0,"- carenze nell’organizzazione e nei controlli in materia di trasparenza (art. 127, comma  01, 
TUB  in rapporto agli artt. 116, 117, 118, 119, 120, 126 -quater , 126 -quinquies , 126 -
sexies, 126- noviesdecies , comma 1, TUB;  Provvedimento del Governatore del 
29/7/ 2009 e successive modifiche e integrazioni “Disposizioni in materia di trasparenza 
delle operazioni dei servizi bancari e finanziari. Correttezza delle relazioni tra intermediari e clienti”; art. 144,  TUB).  
CONSIDERATO che l e suddett e irregolarità sono state contestat e a Attijariwafa  Bank 
Europe, Succursale italiana , nella persona del legale rappresentante pro- tempore , secondo le 
formalità previste dall’art. 145 TUB ; 
CONSIDERATI le deduzioni presentate  nel corso dell’istruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis) con cui il Servizio Rapporti Istituzionali di Vigilanza , in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto all’irrogaz ione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha proposto al Direttorio  
della Banca d’Italia l’applicazione  nei confronti di Attijariwafa  Bank Europe, Succursale 
italiana  di sanzioni amministrative pecuniarie ex art. 144 TUB , trasmettendo  i relativi atti;  
VISTA la nota (omissis) con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Attijariwafa  Bank Europe, Succursale italiana la proposta di sanzione e i relativi 
allegati;  
VISTE  le ul teriori osservazioni presentate (o missis) da Attijariwafa  Bank Europe, 
Succursale italiana in merito alla proposta del Servizio Rapporti Istituzionali di Vigilanza; 
VISTO il parere dell’Avvocato Generale (omissis);                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli  atti del procedimento , considerate le ulteriori osservazioni presentate 
dalla società non idonee a superare la proposta del Servizio Rapporti Istituzionali di Vigilanza 
e ritenut o, quindi, che sussist ono gli estremi per l’irrogazione della sanzione amministrativa 
pecuniaria, per le ragioni illustrate nella delibera (omissis);  
DISPONE  CHE  
a Attijariwafa Bank Europe, Succursale italiana  sia inflitta, ai sensi del l’art. 144, TUB 
per le irregolarità sopra indicate, la sanzione amministrativa pecuniaria di € 35.000.",2020-02-23
,40.0,,2015-01-19
,30000.0,,2020-02-11
ADVANCE SIM  SPA,4.0,"1.  carenze nel processo aziendale di valutazione dell’adeguatezza patrimoniale. ( art. 6, 
co.1, lett. a), TUF; Comunicazione B.I. del 31.3.2014 e successive modifiche e  
integrazioni",2020-02-23
BANCA INTERMOBILIARE DI INVESTIMENTI E GESTIONI  SPA,30000.0,,2020-02-23
,100000.0,"- carenze nei controlli relativi  al processo creditizio  (art. 53, 1° co., lett. b) e d) , d.lgs. n. 
385/93 ; Circ. n. 285/13, Parte I, Tit. IV, Cap. 1, Sez. III e V, Cap. 3 e relativo allegato 
A “rischio di credito”; art. 144, comma 1, lett. a), d.lgs. n. 385/93).  
CONSIDERATO che l e suddett e irregolarità sono state contestat e a Banca Popolare di 
Bari Scpa in a.s., nella persona del legale rappresentante pro- tempore , secondo le formalità 
previste dall’art. 145 TUB ; 
CONSIDERATO che, nella riunione (omissis), la Commissione per  l’esame delle 
irregolarità, valutate le irregolarità contestate, le controdeduzioni presentate e  ogni altro 
elemento istruttorio, ha ritenuto confermate le violazioni e sussistenti i presupposti  per 
l’irrog azione di una sanzione amministrativa pecuniaria, ex art. 144 TUB, nei confronti di  
Banca Popolare di Bari Scpa in a.s.;  
CONSIDERATI le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis)  con la quale  il Servizio Rapporti Istituzionali di Vigilanza , in 
osservanza del principio della distinzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha proposto al Direttorio  
della Banca d’Italia, in conformità con il parere della Commissione per  l’Esame delle 
Irregolarità,  l’applicazione  nei confronti di Banca Popolare di Bari Scpa in a.s.  di sanzioni 
amministrative pecuniarie ex  art. 144 TUB, t rasmettendo i relativi atti;  
VISTA la nota (omissis) con la quale il Servizio Rapporti Istituzionali di Vigilanza ha 
trasmesso a Banca Popolare di Bari Scpa in a.s.  la proposta di sanzione e i relativi allegati;                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 VISTE le ulteriori osservazioni presentate da Banca Popolare di Bari  Scpa in a.s . in 
merito al la proposta del servizio Rapporti Istituzionali di Vigilanza ;  
VISTO il parere dell’Avvocato Generale (omissis);  
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento , considerate le ulteriori osser vazioni presentate 
dalla società non idonee a a escludere gli estremi per l’irrogazione di una sanzione 
amministrativa pecuniaria, per le ragioni illustrate nella delibera (omissis);  
DISPONE  CHE  
a Banca Popolare di Bari  Scpa in a.s. sia inflitta, ai sensi del l’art. 144 TUB , per le 
irregolarità sopra indicate la sanzione amministrativa pecuniaria di € 100.000.",2020-02-23
,42.0,"-violazione dei doveri propri di ex dipendenti della società, attraverso condotte che
hanno inciso in modo rilevante sui profili di rischio aziendali (art. 53, 1° co., lett. b) e
d), d.lgs. 385/93; Circ. B.I. 285/13, Parte I, Tit. IV, Cap. 3 e relativo allegato A“rischio di credito”; art. 144 -ter, comma 1, lett. a) d.lgs. 385/93).
CONSIDERATO che l e suddett e irregolarità sono state contestat e ai soggetti ritenuti 
responsabili, secondo le formalità previst e dall’art. 145 TUB ; 
CONSIDERATI le deduzioni presentate nel corso dell’istruttoria e ogni altro elemento 
istruttorio;  
CONSIDERATO che, nella riunione (omissis), la Commissione per l’esame delle 
irregolarità, valutat i le irregolarità accertat e, le controdeduzioni presentate e ogni altro 
elemento istruttorio, ha ritenuto , in relazione ai presupposti normativi per l’applicazione di 
sanzioni alle persone fisiche di cui all’art. 144- ter TUB, che emergono specifiche 
responsabilità a carico dell’ ex responsabile della direzione business Benedetto Maggi, dell’ ex 
responsabile della direzione crediti Nicola Loperfido, dell’ ex A.d. Giorgio Papa;                                                                         
 
Provvedimenti sanzionatori  
 
 
2 
 VISTA la nota (omissis) con la quale  il Servizio Rapporti Istituzionali di Vigilanza , in 
osservanza del principio della dist inzione tra funzioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 24 della l. n. 262/2005, ha proposto al Direttorio  
della Banca d’Italia, in conformità con il parere della Commissione per l’Esame delle 
Irrego larità,  l’applicazione  nei confronti  degli ex dipendenti di Banca Popolare di Bari Scpa in 
a.s. di sanzioni amministrative pecuniarie ai sensi dell’art. 144 -ter del TUB, trasmettendo i 
relativi atti ; 
VISTA le note (omissis) con l e quali il Servizio Rapport i Istituzionali di Vigilanza ha 
trasmesso agli interessati la p roposta di sanzione e i relativi allegati;  
VISTE le ulteriori osservazioni presentate in  merito al la proposta del S ervizio Rapporti 
Istituzionali di Vigilanza ;  
VISTO il parere dell’Avvocato Ge nerale (omissis);  
VISTA la delibera del Direttorio (omissis);  
LA BANCA D’ITALIA  
ESAMINATI gli atti del procedimento , considerate le ulteriori osservazioni presentate 
dagli ex dipendenti non idonee a superare la proposta del Servizio Rapporti Istituzionali di 
Vigilanza e ritenuto, quindi, che sussistono gli estremi per l’irrogazione di sanzioni  
amministrative pecuniarie,  per le ragioni illustrate nella delibera (omissis);  
DISPONE  CHE  
a carico delle persone di seguito indicate, nella qualità precisata, siano inflitte, ai sensi 
dell’art. 144- ter TUB, per le irregolarità sopra indicate, le seguenti sanzioni amministrative 
pecuniarie:  
- Benedetto Maggi , ex responsabile della direzione business , € 42.000;  
- Nicola Loperfido, ex responsabile della direzione crediti, € 62.000;  
- Giorgio Papa, ex Amministratore delegato, € 186.000.",2020-09-05
,30000.0,,2020-09-29
CASSA LOMBARDA SPA,60000.0,,2020-02-23
CASSA LOMBARDA SPA,30000.0,"− carenze negli obblighi di adeguata verifica della c lientela (artt. 17, 18, 19, 24, 25 e 62, 
d.lgs. n. 231/2007, come modificato dal d.lgs. n. 9 0/2017). 
CONSIDERATO che le suddette irregolarità sono state  contestate a Cassa Lombarda Spa, 
nella persona del legale rappresentante pro-tempore , secondo le formalità previste dall’art. 145 
TUB, richiamato dall’art. 65 del d.lgs. n. 231/2007 ; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro elemento 
istruttorio; 
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 2 4 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione nei confronti d i Cassa Lombarda Spa di sanzioni 
amministrative pecuniarie ex  art. 62 del d.lgs. n. 231/2007, trasmettendo i rel ativi atti;                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di Vigilanza ha 
trasmesso a Cassa Lombarda Spa la proposta di sanzi one e i relativi allegati; 
VISTE le ulteriori osservazioni presentate da Cassa  Lombarda Spa in merito alla proposta 
del Servizio Rapporti Istituzionali di Vigilanza;  
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento, considerate le  ulteriori osservazioni presentate 
dalla società non idonee a superare la proposta del  Servizio Rapporti Istituzionali di Vigilanza 
e ritenuto, quindi, che sussistono gli estremi per l’irrogazione della sanzione amministrativa 
pecuniaria, per le ragioni illustrate nella deliber a (omissis); 
DISPONE CHE 
a Cassa Lombarda Spa  sia inflitta, ai sensi dell’ art. 62 del d.lgs. n.  231/2007 per le 
irregolarità sopra indicate, la sanzione amministra tiva pecuniaria di € 30.000.",2020-02-23
,,,2020-10-08
UBS FIDUCIARIA SPA,30000.0,"− carenze negli obblighi di adeguata verifica della c lientela, di profilatura e di 
collaborazione attiva (artt. 17, 18, 19, 20, 24, 25 , 35, 36 e 62 del d.lgs. n. 231/07, come 
modificato dal d.lgs. 90/2017); 
CONSIDERATO che le suddette irregolarità sono state  contestate a UBS Fiduciaria Spa, 
nella persona del legale rappresentante pro-tempore , secondo le formalità previste dall’art. 145 
TUB, richiamato dall’art. 65 del d.lgs. n. 231/2007 ; 
CONSIDERATO  che, nella riunione (omissis), la Commissione per l ’esame delle 
irregolarità, valutate le irregolarità contestate, le controdeduzioni presentate e ogni altro 
elemento istruttorio, ha ritenuto confermate le vio lazioni e sussistenti i presupposti per 
l’irrogazione di una sanzione amministrativa pecuni aria, ex art. 62 del d.lgs. n. 231/2007, nei 
confronti di UBS Fiduciaria Spa;                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro elemento 
istruttorio; 
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 2 4 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione nei confronti d i UBS Fiduciaria Spa di sanzioni 
amministrative pecuniarie ex  art. 62 del d.lgs. n. 231/2007, trasmettendo i rel ativi atti; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di Vigilanza ha 
trasmesso a UBS Fiduciaria Spa la proposta di sanzi one e i relativi allegati; 
CONSIDERATO  che UBS Fiduciaria Spa non ha presenta to osservazioni in merito alla 
proposta del Servizio Rapporti Istituzionali di Vig ilanza; 
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento e ritenuto che sussistono gli estremi per 
l’irrogazione della sanzione amministrativa pecunia ria, per le ragioni illustrate nella delibera 
(omissis); 
DISPONE CHE 
a UBS Fiduciaria Spa  sia inflitta, ai sensi dell’art. 62 del d.lgs. n. 231/2007, per le 
irregolarità sopra indicate, la sanzione amministra tiva pecuniaria di € 30.000.",2020-02-23
BANCO BPM SPA,,"- carenze nell’organizzazione e nei controlli in materia di trasparenza (art.  127, co.     
01 del d.lgs. 385/93; Provvedimento del Governatore  del 29.7.2009 e successive 
modifiche e integrazioni, recante “Disposizioni in materia di trasparenza delle 
operazioni dei servizi bancari e finanziari. Corret tezza delle relazioni tra 
intermediari e clienti”; art. 144, co. 1, lett. c) del d.lgs. 385/93);  
CONSIDERATO che le suddette irregolarità sono state  contestate a Banco BPM  
Spa, nella persona del legale rappresentante pro-tempore , secondo le formalità previste 
dall’art. 145 TUB; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro 
elemento istruttorio;   
CONSIDERATO  che, nella riunione (omissis), la Commissione per l ’esame delle 
irregolarità, valutati le irregolarità accertate, l e controdeduzioni presentate e ogni altro 
elemento istruttorio, ha ritenuto sussistenti i pre supposti per l’irrogazione di una 
sanzione amministrativa pecuniaria per le violazion i contestate; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di 
Vigilanza, in osservanza del principio della distin zione tra funzioni istruttorie e 
funzioni decisorie rispetto all’irrogazione della s anzione, fissato dall’art. 24 della l. n. 
262/2005, ha proposto al Direttorio della Banca d’I talia l’applicazione nei confronti di 
Banco BPM Spa di sanzioni amministrative pecuniarie  ex  art. 144 TUB, trasmettendo i 
relativi atti; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di 
Vigilanza ha trasmesso a Banco BPM Spa la proposta di sanzione e i relativi allegati; 
VISTE le ulteriori osservazioni presentate (omissis ) da Banco BPM Spa in merito 
alla proposta del Servizio Rapporti Istituzionali d i Vigilanza; 
VISTI il parere dell’Avvocato Generale (omissis) e la nota del medesimo 
(omissis); 
VISTA la delibera del Direttorio (omissis);                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento, considerate le  ulteriori osservazioni 
presentate dalla società non idonee a superare la p roposta del Servizio Rapporti 
Istituzionali di Vigilanza e ritenuto, quindi, che sussistono gli estremi per l’irrogazione 
della sanzione amministrativa pecuniaria, per le ra gioni illustrate nella delibera 
(omissis); 
DISPONE CHE 
a Banco BPM Spa  sia inflitta, ai sensi dell’art. 144 TUB, per le i rregolarità sopra 
indicate la sanzione amministrativa pecuniaria di €  1.760.000.",2009-07-29
,,,2020-03-03
EUROPA RISORSE SGR SPA,30000.0,"− carenze nell’adempimento degli obblighi di adeguata  verifica, di profilatura e di 
segnalazione (artt. 17, 18, 19, 20, 35 e 36, d.lgs.  n. 231/2007, come modificato dal d.lgs. 
n. 90/2017); 
CONSIDERATO che le suddette irregolarità sono state  contestate a Europa Risorse SGR 
Spa, nella persona del legale rappresentante pro-tempore , secondo le formalità previste dall’art. 
145 TUB, richiamato dall’art. 65 del d.lgs. n. 231/ 2007; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro elemento 
istruttorio; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 2 4 della l. n. 262/2005, ha proposto al Direttorio                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 della Banca d’Italia l’applicazione nei confronti d i Europa Risorse SGR Spa di sanzioni 
amministrative pecuniarie ex  art. 62 del d.lgs. n. 231/2007, trasmettendo i rel ativi atti; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di Vigilanza ha 
trasmesso a Europa Risorse SGR Spa la proposta di s anzione e i relativi allegati; 
VISTE le ulteriori osservazioni presentate (omissis ) da Europa Risorse SGR Spa;  
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento, considerate le  ulteriori osservazioni presentate 
dalla società non idonee a superare la proposta del  Servizio Rapporti Istituzionali di Vigilanza 
e ritenuto, quindi, che sussistono gli estremi per l’irrogazione della sanzione amministrativa 
pecuniaria, per le ragioni illustrate nella deliber a (omissis); 
DISPONE CHE 
a Europa Risorse SGR Spa  sia inflitta, ai sensi dell’ art. 62 del d.lgs. n.  231/2007, per le 
irregolarità sopra indicate, la sanzione amministra tiva pecuniaria di € 30.000.",2020-02-23
WE FINANCE SPA,30000.0,"- carenze nell’organizzazione e nei controlli inter ni con particolare riferimento alla 
disciplina di trasparenza e tutela della clientela (art. 127, co. 01, TUB; 
Provvedimento del Governatore del 29.7.2009 e succe ssive modifiche e 
integrazioni “Disposizioni in materia di trasparenz a delle operazioni dei servizi 
bancari e finanziari. Correttezza delle relazioni t ra intermediari e clienti”; art. 
144, co. 1, lett. c), TUB).  
CONSIDERATO che le suddette irregolarità sono state  contestate a We Finance  
Spa, nella persona del legale rappresentante pro-tempore , secondo le formalità previste 
dall’art. 145 TUB; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro 
elemento istruttorio; 
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie 
rispetto all’irrogazione della sanzione, fissato da ll’art. 24 della l. n. 262/2005, ha 
proposto al Direttorio della Banca d’Italia l’appli cazione nei confronti di We Finance 
Spa di sanzioni amministrative pecuniarie ex  art. 144 TUB, trasmettendo i relativi atti; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di 
Vigilanza ha trasmesso a We Finance Spa la proposta  di sanzione e i relativi allegati; 
VISTE le ulteriori osservazioni presentate (omissis ) da We Finance Spa in merito 
alla proposta del Servizio Rapporti Istituzionali d i Vigilanza; 
VISTO il parere dell’Avvocato Generale (omissis);                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento, considerate le  ulteriori osservazioni 
presentate dalla società non idonee a superare la p roposta del Servizio Rapporti 
Istituzionali di Vigilanza e ritenuto, quindi, che sussistono gli estremi per l’irrogazione 
della sanzione amministrativa pecuniaria, per le ra gioni illustrate nella delibera 
(omissis); 
DISPONE CHE 
a We Finance Spa  sia inflitta, ai sensi dell’art. 144, TUB per le i rregolarità sopra 
indicate, la sanzione amministrativa pecuniaria di € 30.000.",2020-02-23
WE FINANCE SPA,30000.0,"− carenze negli obblighi di adeguata verifica della c lientela (artt. 17, 18, 19, 20, 21 e 62 del 
d.lgs. 231/2007, come modificato dal d.lgs. 90/2017 ). 
CONSIDERATO che le suddette irregolarità sono state  contestate a We Finance Spa, 
nella persona del legale rappresentante pro-tempore , secondo le formalità previste dall’art. 145 
TUB, richiamato dall’art. 65 del d.lgs. n. 231/2007 ; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro elemento 
istruttorio; 
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 2 4 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione nei confronti d i We Finance Spa di sanzioni amministrative 
pecuniarie ex  art. 62 del d.lgs. n. 231/2007, trasmettendo i rel ativi atti;                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di Vigilanza ha 
trasmesso a We Finance Spa la proposta di sanzione e i relativi allegati; 
VISTE le ulteriori osservazioni presentate (omissis ) da We Finance Spa in merito alla 
proposta del Servizio Rapporti Istituzionali di Vig ilanza;  
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento, considerate le  ulteriori osservazioni presentate 
dalla società non idonee a superare la proposta del  Servizio Rapporti Istituzionali di Vigilanza 
e ritenuto, quindi, che sussistono gli estremi per l’irrogazione della sanzione amministrativa 
pecuniaria, per le ragioni illustrate nella deliber a (omissis); 
DISPONE CHE 
a We Finance Spa  sia inflitta, ai sensi dell’ art. 62 del d.lgs. n.  231/2007, per le 
irregolarità sopra indicate, la sanzione amministra tiva pecuniaria di € 30.000.",2020-02-23
,,,2020-02-23
,,,2020-02-23
BANCA DEL FUCINO SPA,,,2020-02-23
ASTI SPA,186000.0,"- carenze nell’organizzazione, nei controlli intern i e nel processo del credito (art.       
53, co. 1, lett. b) e lett. d), TUB; Parte I, Tit. IV, Cap. 1 e 3, Circ. 285/13; art. 
144, co. 1, lett. a), TUB).  
CONSIDERATO che le suddette irregolarità sono state  contestate a Banca C.R. Asti Spa,  
nella persona del legale rappresentante pro-tempore , secondo le formalità previste dall’art. 145 
TUB; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro elemento 
istruttorio;  
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie rispetto 
all’irrogazione della sanzione, fissato dall’art. 2 4 della l. n. 262/2005, ha proposto al Direttorio 
della Banca d’Italia l’applicazione, nei confronti di Banca C.R. Asti Spa, di sanzioni 
amministrative pecuniarie ex  art. 144 TUB, trasmettendo i relativi atti; 
VISTA  la nota (omissis) con la quale il Servizio Rapporti  Istituzionali di Vigilanza ha 
trasmesso a Banca C.R. Asti Spa la proposta di sanz ione e i relativi allegati; 
VISTE le ulteriori osservazioni presentate dalla Ba nca C.R. Asti Spa in merito alla 
proposta del Servizio Rapporti Istituzionali di Vig ilanza; 
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento e ritenuto che sussistono gli estremi per 
l’irrogazione della sanzione amministrativa pecunia ria, per le ragioni illustrate nella delibera 
(omissis); 
DISPONE CHE                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 a Banca C.R. Asti Spa sia inflitta, ai sensi dell’art. 144 TUB e per le i rregolarità sopra 
indicate, la sanzione amministrativa pecuniaria di € 186.000.",2020-03-10
,,,2020-03-17
FINAOSTA SPA,45000.0,"− carenze nell’organizzazione e nei controlli interni  con particolare riferimento al 
processo del credito (art. 108, co. 1 e art. 109, c o. 3, lett. a),  TUB; Tit. III, Cap. 1,  
Circ. 288 “Disposizioni di Vigilanza per gli Interm ediari finanziari”); 
CONSIDERATO che le suddette irregolarità sono state  contestate a Finaosta Spa, 
nella persona del legale rappresentante pro-tempore , secondo le formalità previste 
dall’art. 145 TUB; 
CONSIDERATI le deduzioni presentate nel corso dell’ istruttoria e ogni altro 
elemento istruttorio; 
VISTA la nota (omissis) con cui il Servizio Rapport i Istituzionali di Vigilanza, in 
osservanza del principio della distinzione tra funz ioni istruttorie e funzioni decisorie 
rispetto all’irrogazione della sanzione, fissato da ll’art. 24 della l. n. 262/2005, ha 
proposto al Direttorio della Banca d’Italia l’appli cazione, nei confronti di Finaosta Spa, 
di sanzioni amministrative pecuniarie ex art. 144 T UB, trasmettendo i relativi atti; 
VISTA la nota (omissis) con la quale il Servizio Ra pporti Istituzionali di 
Vigilanza ha trasmesso a Finaosta Spa la proposta d i sanzione e i relativi allegati; 
VISTE le ulteriori osservazioni presentate da Finao sta Spa in merito alla proposta 
del Servizio Rapporti Istituzionali di Vigilanza; 
VISTO il parere dell’Avvocato Generale (omissis); 
VISTA la delibera del Direttorio (omissis); 
LA BANCA D’ITALIA 
ESAMINATI gli atti del procedimento, considerate le  ulteriori osservazioni 
presentate dalla società non idonee a superare la p roposta del Servizio Rapporti 
Istituzionali di Vigilanza e ritenuto, quindi, che sussistono gli estremi per l’irrogazione 
della sanzione amministrativa pecuniaria, per le ra gioni illustrate nella delibera 
(omissis);                                                                       
 
Provvedimenti sanzionatori 
 
 
2 
 DISPONE CHE 
a Finaosta Spa  sia inflitta, ai sensi dell’art. 144 TUB e per le irregolarità sopra 
indicate, la sanzione amministrativa pecuniaria di € 45.000.",2020-03-03
LA COLOMBO FINANZIARIA SPA,30000.0,,2020-01-21
LA COLOMBO FINANZIARIA SPA,60000.0,,2020-01-21
,390.0,,2009-07-29
,30000.0,,
,3.0,,2020-01-21
,30000.0,,2020-01-15
,30000.0,,2020-01-08
,30.0,,2007-10-29
IFIR ISTITUTI FINANZIARI RIUNITI SPA,30000.0,,2019-12-03
IFIR ISTITUTI FINANZIARI RIUNITI SPA,30.0,,2019-12-03
,30000.0,,2019-12-10
